taxon	comparison	lfc	p_value	q_value	significant	direction
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Pediococcus	7d_vs_before	-1.909226533735949	1.0244523917178098e-11	3.4047976548268386e-11	True	decreased
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus	7d_vs_before	-1.328026311394312	5.490867752835479e-11	1.7727658744868829e-10	True	decreased
d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium	7d_vs_before	2.0323717755556414	1.2066732449792655e-09	3.787613241184916e-09	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Intestinibacter	7d_vs_before	1.7668835095037965	7.979087323153043e-09	2.3969279816199397e-08	True	increased
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides	7d_vs_before	1.5583256641077314	8.06046577889891e-09	2.3969279816199397e-08	True	increased
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Proteus	7d_vs_before	-1.405163596418796	1.1261899227522974e-08	3.2630631095130675e-08	True	decreased
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia	7d_vs_before	2.6749254437171213	1.7158286832767247e-08	4.8472160302567485e-08	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Ruminococcus]_gnavus_group	7d_vs_before	1.6835849450217797	4.106326559542876e-08	1.1317436615325488e-07	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__Family_XIII_AD3011_group	7d_vs_before	1.0653318653050283	1.5376587663069404e-06	4.137034299825816e-06	True	increased
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia-Shigella	7d_vs_before	-1.9499242509917225	5.387023726692387e-06	1.4156597235261388e-05	True	decreased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas	7d_vs_before	1.3556011838104678	6.495387164644618e-06	1.668133521829186e-05	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus	7d_vs_before	1.1925998993681797	7.471610600436963e-06	1.8762044396652815e-05	True	increased
d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium	7d_vs_before	-1.5136729525858228	8.690073290906406e-06	2.1347353953748344e-05	True	decreased
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Eggerthella	7d_vs_before	0.9042040377785296	1.2853254160736664e-05	3.0902504684324324e-05	True	increased
d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Thomasclavelia	7d_vs_before	1.3100115007072255	1.409858317462718e-05	3.319041455693482e-05	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor	7d_vs_before	1.0621642632186616	1.9569188391902845e-05	4.512894465887799e-05	True	increased
d__Bacteria;p__Bacillota;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Acidaminococcus	7d_vs_before	-0.9812824497464812	2.4807488808645712e-05	5.60649247075393e-05	True	decreased
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;__	7d_vs_before	-1.1643838009306224	6.116442002626775e-05	0.00013552116594055404	True	decreased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;__	7d_vs_before	0.9291544722271472	6.54898856878476e-05	0.00014231455928320728	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster	7d_vs_before	1.1813115543684876	0.00010442515632321596	0.00022264231442496992	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Eubacterium]_ventriosum_group	7d_vs_before	0.7147714450873747	0.00010825925488545428	0.00022654251485289509	True	increased
d__Bacteria;p__Bacillota;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium	7d_vs_before	0.9848677762915192	0.0001922612281257105	0.0003950094323310053	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-352	7d_vs_before	1.3001809587530686	0.00029082010234570294	0.0005868334208047219	True	increased
d__Bacteria;p__Actinomycetota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Schaalia	7d_vs_before	-0.6894262674560737	0.0003765466408478221	0.0007464872002772615	True	decreased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_UCG-010	7d_vs_before	0.8142876760480436	0.000954755255743358	0.0018601266189482	True	increased
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus	7d_vs_before	-0.6789163841814948	0.0009843334884586908	0.0018852488846751	True	decreased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Sellimonas	7d_vs_before	0.7349011844756429	0.0010792895599574	0.0020326620045865	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__Christensenellaceae_R-7_group	7d_vs_before	0.710822509848334	0.0017053723100716	0.0031591323121	True	increased
d__Bacteria;p__Actinomycetota;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Rothia	7d_vs_before	-0.3761487681722902	0.0020480453601283	0.0037327278337823	True	decreased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;__	7d_vs_before	0.7589032894242823	0.0020861157369794	0.0037417631472805	True	increased
d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Turicibacter	7d_vs_before	0.7782893933247158	0.0022700410975218	0.004008041312812	True	increased
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus	7d_vs_before	-0.5767046930855997	0.0024015494207449	0.0041750013006796	True	decreased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Extibacter	7d_vs_before	0.7484452748363982	0.002748142974102	0.0047051538799019	True	increased
d__Bacteria;p__Thermodesulfobacteriota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio	7d_vs_before	-0.5881425884876794	0.0050887227734952	0.0085824727373874	True	decreased
d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemania	7d_vs_before	0.4139360168700495	0.0069734199075023	0.0115881830815848	True	increased
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Gordonibacter	7d_vs_before	-0.2546828341801215	0.0084854728323918	0.0138964989863809	True	decreased
d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Chloroplast;f__Incertae_Sedis;g__Incertae_Sedis	7d_vs_before	-0.4134483253216632	0.0147507155910522	0.0238118694541272	True	decreased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__DTU089	7d_vs_before	0.4215724961557003	0.0232138978198256	0.036946062727328	True	increased
d__Bacteria;p__Thermodesulfobacteriota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila	7d_vs_before	0.6162037829239765	0.026779681833897	0.0420292228781995	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_ND3007_group	7d_vs_before	0.4298890212043691	0.0296979725475804	0.0459708342174876	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;__	14d_vs_before	5.477351358857896	2.5893619287004715e-176	2.925978979431533e-174	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia	14d_vs_before	5.863275665467006	5.480424393313632e-118	3.0964397822222023e-116	True	increased
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;__	14d_vs_before	-7.796780514949274	4.105360230351619e-114	1.5463523534324432e-112	True	decreased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea	14d_vs_before	4.620895171926122	1.3942543155002281e-94	3.938768441288144e-93	True	increased
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	14d_vs_before	5.660884235237971	5.0473904034683035e-76	1.1407102311838366e-74	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes	14d_vs_before	4.02996498319073	3.1787967860124174e-53	5.9867339469900525e-52	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter	14d_vs_before	3.5807859082565465	9.33553692593938e-53	1.5070223894730712e-51	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Acutalibacter	14d_vs_before	3.1115741608948344	2.710462356615283e-50	3.828528078719087e-49	True	increased
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus	14d_vs_before	-4.752183942278559	4.861297472778301e-43	6.103629049154979e-42	True	decreased
d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Veillonellaceae;g__Veillonella	14d_vs_before	-4.313256834610933	3.699859362154815e-36	4.1808410792349406e-35	True	decreased
d__Bacteria;p__Bacillota;c__Clostridia;o__Monoglobales;f__Monoglobaceae;g__Monoglobus	14d_vs_before	2.857210079970754	1.0231221919498992e-35	1.0510255244576238e-34	True	increased
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactiplantibacillus	14d_vs_before	-3.841967453326966	1.6240012341555682e-35	1.5292678288298264e-34	True	decreased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium	14d_vs_before	3.777376811479858	3.1967393474595966e-35	2.7787042020225727e-34	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium	14d_vs_before	2.670778772565779	4.440859640720637e-33	3.584408138581657e-32	True	increased
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	14d_vs_before	2.775388777149985	1.440137633066616e-31	1.0849036835768507e-30	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__[Eubacterium]_coprostanoligenes_group;g__Incertae_Sedis	14d_vs_before	2.95467100467205	5.586317847413328e-29	3.9453369797356636e-28	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum	14d_vs_before	2.4292583027480714	4.521511181106036e-28	3.005475079205777e-27	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum	14d_vs_before	3.53133676742006	5.397818137655762e-26	3.3886302753061167e-25	True	increased
d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelotrichaceae_UCG-003	14d_vs_before	2.8067146160726604	1.2739447156788479e-23	7.576618572195253e-23	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger	14d_vs_before	3.078546586755441	1.8880505820816824e-21	1.0667485788761508e-20	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter	14d_vs_before	2.918106709850459	8.735227450886243e-21	4.7003842950006934e-20	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus	14d_vs_before	2.816372162120228	9.649280966126658e-21	4.956221587146874e-20	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia	14d_vs_before	2.482211743232044	8.311735683607423e-20	4.0835918793375604e-19	True	increased
d__Bacteria;p__Actinomycetota;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium	14d_vs_before	3.3998256210942848	3.0056940587756215e-19	1.4151809526735216e-18	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter	14d_vs_before	2.792634698296305	9.147948754314637e-19	4.134872836950215e-18	True	increased
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides	14d_vs_before	1.9503359608217876	1.6506933193811803e-16	7.174167118848978e-16	True	increased
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus	14d_vs_before	-3.1283536942464387	4.675864167987467e-16	1.9569357443799397e-15	True	decreased
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	14d_vs_before	2.206625576966071	8.181792613230516e-16	3.301937733196601e-15	True	increased
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Pediococcus	14d_vs_before	-2.20393090080703	1.2882667386719928e-15	5.019797981721903e-15	True	decreased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Ruminococcus]_gauvreauii_group	14d_vs_before	2.225309718944484	2.010044784211027e-14	7.571168687194868e-14	True	increased
d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Veillonellaceae;g__Megasphaera	14d_vs_before	-2.0121781486127204	3.639583264869926e-14	1.326686803000973e-13	True	decreased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter	14d_vs_before	1.5857724556222172	2.4986756825440444e-13	8.823448503983656e-13	True	increased
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Proteus	14d_vs_before	-1.711313694286365	7.741236224503674e-13	2.6507869496027733e-12	True	decreased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__NK4A214_group	14d_vs_before	1.6567301790050508	1.4669292582919245e-12	4.875382534911397e-12	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium	14d_vs_before	2.242289528214573	4.791389582484316e-12	1.546934350916365e-11	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UCG-002	14d_vs_before	1.8102618860857136	5.5985677937736895e-12	1.7573282241567414e-11	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Romboutsia	14d_vs_before	2.032346639809964	2.1596976813854924e-11	6.595833459366504e-11	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__Family_XIII_AD3011_group	14d_vs_before	1.3458321241527025	3.0660562827578085e-10	9.117483156621907e-10	True	increased
d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia-Shigella	14d_vs_before	-2.645871593225669	9.124446557941364e-10	2.6437499001214724e-09	True	decreased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;__	14d_vs_before	1.3092724226454275	8.508998633330899e-09	2.4037921139159792e-08	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus	14d_vs_before	1.46687764851668	1.1612547755178344e-08	3.2005314544759825e-08	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-352	14d_vs_before	1.9287507904921264	1.2615410154342816e-08	3.394146065335091e-08	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Intestinibacter	14d_vs_before	1.629131620752411	9.62493183924213e-08	2.5293425531031645e-07	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor	14d_vs_before	1.195311443077944	1.243785404563344e-07	3.194267061719497e-07	True	increased
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia	14d_vs_before	2.5290015365550325	1.3937943070945237e-07	3.4999723711484705e-07	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_UCG-010	14d_vs_before	1.1179467784227728	2.10228432946367e-07	5.164307157160753e-07	True	increased
d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Thomasclavelia	14d_vs_before	1.4519365580097912	6.394939113269373e-07	1.537506637871147e-06	True	increased
d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Eggerthella	14d_vs_before	1.0706908894011482	7.454215430142033e-07	1.75484654917927e-06	True	increased
d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium	14d_vs_before	-1.5854124542548056	1.2966682628669832e-06	2.9902757898769206e-06	True	decreased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Extibacter	14d_vs_before	1.244918263468835	1.7213225471623005e-06	3.890188956586798e-06	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster	14d_vs_before	1.396434866940445	3.795974953803716e-06	8.410689603525882e-06	True	increased
d__Bacteria;p__Actinomycetota;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Rothia	14d_vs_before	-0.5235754869030453	6.300311842931957e-06	1.3691062274063676e-05	True	decreased
d__Bacteria;p__Bacillota;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Acidaminococcus	14d_vs_before	-1.078021933626346	7.603333062334803e-06	1.5923765254449073e-05	True	decreased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Ruminococcus]_gnavus_group	14d_vs_before	1.3373999387309157	7.609586935754424e-06	1.5923765254449073e-05	True	increased
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus	14d_vs_before	-0.9865517802516306	1.0642113450591682e-05	2.1864705816670185e-05	True	decreased
d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas	14d_vs_before	1.2549155150965632	1.1221476411975296e-05	2.2643336331307294e-05	True	increased
d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;__	14d_vs_before	1.0473901161626542	1.304532855453846e-05	2.58617916958394e-05	True	increased
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus	14d_vs_before	-0.7712707784099566	1.453330163979974e-05	2.8314880780989152e-05	True	decreased
d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemania	14d_vs_before	0.6085388668401331	8.661475078536174e-05	0.00016588926845331994	True	increased
d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;__	14d_vs_before	-1.146437854404937	0.00010529194340284568	0.00019829982674202608	True	decreased
d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Chloroplast;f__Incertae_Sedis;g__Incertae_Sedis	14d_vs_before	-0.6233741061764787	0.00019402675624314585	0.0003594266140241882	True	decreased
d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__Christensenellaceae_R-7_group	14d_vs_before	0.8128543241947869	0.0003096973441901778	0.0005644483853788724	True	increased
